ID,City,State,Latitude,Longitude,Tot
51,Athens,AL,34.8045487,-86.9711698,11
52,Fort Morgan,AL,30.2281878,-88.0229106,6
53,Daphne,AL,30.6035255,-87.9036047,11
54,Satsuma,AL,30.853241,-88.0561106,3
55,Madison,AL,34.7736807,-86.5675095,34
56,Spanish Fort,AL,30.6754503,-87.9040269,6
57,Axis,AL,30.9299052,-88.0272209,1
58,Deatsville,AL,32.6081874,-86.3958072,3
59,Oneonta,AL,33.9471315,-86.4714926,5
60,Enterprise,AL,31.3151708,-85.8552161,10
61,Trussville,AL,33.686992000000004,-86.53493287907703,6
62,Pike rd,AL,32.272931,-86.15018999518217,1
63,Lincoln,AL,33.6131588,-86.1183061,3
64,Akron,AL,32.8765165,-87.7425105,1
65,Phenix City,AL,32.4709761,-85.0007653,11
66,Hanceville,AL,34.0623275,-86.7627004,5
67,Boaz,AL,34.2006503,-86.1663655,7
68,Prattville,AL,32.4640245,-86.4596966,5
69,Warrior,AL,33.8401255,-86.81310019555607,5
70,Oxford,AL,33.585888,-86.00350972096774,6
71,Eastaboga,AL,33.6059367,-86.0213587,3
72,Chelsea,AL,33.367136,-86.63772772888282,6
73,Ross Bridge,AL,33.3944355,-86.8866224,1
74,Hueytown,AL,33.4512197,-86.9966606,4
75,Southside,AL,33.895979,-86.02962497644447,3
76,Irvington,AL,37.5322543,-121.9538481,7
77,Littleville,AL,34.5906483,-87.6769745,2
78,Saraland/Mobile,AL,30.820742,-88.0705556,1
79,Elkmont,AL,34.9289743,-86.9738959,3
80,Jacksonville,AL,33.8137163,-85.7613476,8
81,Rock Ledge,AL,32.388796,-86.183011,1
82,Coosada,AL,32.4979127,-86.3313602,1
83,Woodstock,AL,33.196984,-87.12539090389035,1
84,Gurley,AL,34.7017558,-86.3758201,4
85,Melbourne,AL,32.3361751,-86.1586014,1
86,Fowl River,AL,30.43540605,-88.1339706587429,1
87,Morgan City,AL,34.4720365,-86.5697136,1
88,Elberta,AL,30.4144143,-87.5981531,3
89,Brierfield,AL,33.0390099,-86.908879,1
90,Brantley,AL,31.5823832,-86.2571786,2
91,Florence,AL,34.79981,-87.677251,19
92,Maplesville,AL,32.7884608,-86.8716549,1
93,Clanton,AL,32.8387371,-86.6294262,4
94,Samson,AL,31.1108931,-86.0476302,1
95,Coker,AL,33.2459512,-87.6877882,1
96,Homewood,AL,33.4717732,-86.8008228,5
97,Clay,AL,33.2423393,-85.819651,1
98,Grants,AL,33.5078827,-86.6497085,1
99,Hazel green,AL,34.925627500000004,-86.5667604295989,1
100,Delta,AL,33.4401108,-85.690515,1
101,Dauphin Island,AL,30.2542022,-88.1124817,7
102,McKenzie,AL,31.542384,-86.71497,2
103,Rainbow,AL,34.7525907,-86.7363869,1
104,Somerville,AL,34.4731491,-86.798612,3
105,Muscadine,AL,33.7345495,-85.3860654,2
106,Ranburne,AL,33.5228885,-85.3446728,3
107,Toney,AL,34.8981432,-86.7336098,7
108,Helena,AL,33.2937354,-86.93437519805573,8
109,Ashville,AL,33.8369216,-86.2549799,4
110,Brookwood,AL,33.2556719,-87.3208336,2
111,Owens Cross Roads,AL,34.5881461,-86.4588768,1
112,Vance,AL,33.164653,-87.24670630331767,3
113,Trinity,AL,34.5987865,-87.05179736445116,1
114,Union Springs,AL,32.144316,-85.7149495,1
115,Owens Cross Rds,AL,34.5881461,-86.4588768,1
116,Theodore,AL,30.547295,-88.18020367595204,5
117,Pelham,AL,33.285669,-86.8099884,3
118,Dawson,AL,34.303981,-85.9260828,1
119,Hokes Bluff,AL,33.9981546,-85.8663574,2
120,Lanett,AL,32.8687391,-85.1904971,4
121,Alabaster,AL,33.2442813,-86.8163773,10
122,Dora,AL,33.7286935,-87.0904188,4
123,Gordo,AL,33.3201178,-87.9027962,3
124,Vernon,AL,33.7570541,-88.1089185,1
125,Hazel Green,AL,34.925627500000004,-86.5667604295989,4
126,Hamilton,AL,34.1423235,-87.9886438,6
127,Auburn,AL,32.6098566,-85.4807825,14
128,Newton,AL,31.3351716,-85.6052133,2
129,Jasper,AL,33.8312185,-87.2775053,7
130,Grant,AL,34.5286985,-86.2533165,3
131,Lapine,AL,31.9657055,-86.2844093,1
132,Sand Rock,AL,34.234759,-85.76303902911837,1
133,Vestavia,AL,33.4487989,-86.7879492,2
134,Wetumpka,AL,32.5437448,-86.2119127,5
135,Summerdale,AL,30.4876954,-87.6997094,1
136,Clio,AL,31.7087753,-85.6104972,1
137,New Brockton,AL,31.3857239,-85.9293861,1
138,Ozark,AL,31.4584764,-85.6405865,4
139,Phil Campbell,AL,34.3516416,-87.7053803,1
140,Odenville,AL,33.6773237,-86.3966481,1
141,Atmore,AL,31.0237921,-87.4938708,3
142,Chunchula,AL,30.9218505,-88.2005598,1
143,Tanner,AL,34.7314787,-86.9705632,1
144,Lisman,AL,32.1687554,-88.2825251,2
145,Clements,AL,33.88867395,-86.40525950486963,1
146,West Mobile,AL,30.6293585,-88.1847248,1
147,Montevallo,AL,33.1006746,-86.8641558,4
148,Phenix city,AL,32.4709761,-85.0007653,3
149,Harpersville,AL,33.3439995,-86.4380357,1
150,Hollywood,AL,34.72425,-85.9724787,1
151,Red Hill,AL,34.3248138,-85.8763595,1
152,Vandiver,AL,33.4706617,-86.5133163,1
153,Centre,AL,34.1520406,-85.6788531,2
154,Wicksburg,AL,31.2082304,-85.622434,1
155,Stapleton,AL,30.742689,-87.7933252,1
156,Crane Hill,AL,34.093991,-87.0630624,1
157,Valley,AL,32.8187406,-85.1793852,7
158,Waverly,AL,32.732876000000005,-85.57647322024454,1
159,Thorsby,AL,32.9156796,-86.7158178,1
160,Jones,AL,32.5840214,-86.8974878,1
161,Tuscumbia,AL,34.7312005,-87.70253,3
162,Nanafalia,AL,32.1129257,-87.9880691,1
163,Woodland,AL,33.3742812,-85.399673,1
164,Kentucky,AL,32.385638,-86.173611,1
165,Gulf shores,AL,30.2711224,-87.6893826,1
166,Hartford,AL,31.1019671,-85.6977651,1
167,Huntsville (Owens Cross Roads),AL,34.659505,-86.4857288,1
168,Leeds,AL,33.5439212,-86.5427551,2
169,Salem,AL,32.5968028,-85.2385527,2
170,Florala,AL,31.00518,-86.3280018,1
171,Attalla,AL,34.0217639,-86.0885851,3
172,Rockford,AL,32.8895681,-86.2196936,1
173,Greendale,AL,31.674789,-106.222463,1
174,Andalusia,AL,31.3080607,-86.482424,3
175,Millry,AL,31.6340496,-88.3133487,1
176,Cherokee,AL,34.1142554,-85.6004514,2
177,Brundidge,AL,31.7201615,-85.8160567,1
178,Luverne,AL,31.7165455,-86.2638492,1
179,Cropwell,AL,33.5523269,-86.2691438,2
180,East Limestone,AL,34.7809229,-86.8327797,1
181,Glencoe,AL,33.9522585,-85.92537820802963,2
182,Geraldine,AL,34.3514798,-86.0008078,1
183,Scottsboro,AL,34.6731323,-86.0338765,3
184,Hackleburg,AL,34.2776095,-87.8284254,1
185,mobile,AL,30.6867339,-88.0848929,1
186,Grand Bay,AL,30.4722155,-88.34653955188679,5
187,Belgreen,AL,34.4775044,-87.8647858,1
188,Cottonwood,AL,31.0520632,-85.3027654,1
189,Headland,AL,31.351284,-85.3421559,3
190,Muscle Shoals,AL,34.7436791,-87.6532615,6
191,Wellington,AL,33.8225999,-85.8927457,2
192,Russellville,AL,34.5068228,-87.7290264,1
193,Mountain Brook,AL,33.5019459,-86.7556834,3
194,Lacy Springs,AL,38.8218289,-104.7524539,1
195,Cusseta & Fairfax,AL,32.798704,-85.191514,1
196,Talladega,AL,33.3967079,-86.1597137,3
197,Corner,AL,33.800381,-86.9422201,1
198,Hurtsboro,AL,32.2418146,-85.4163327,1
199,Wadley,AL,33.1215089,-85.5663432,1
200,Silverhill,AL,30.5454715,-87.7516559,2
201,Parrish Alabama,AL,33.7334096,-87.281325,1
202,Holly Pond,AL,34.1742634,-86.616382,2
203,Hayden,AL,33.8926003,-86.757773,1
204,McCalla,AL,33.3062319,-87.0241656,2
205,Remlap,AL,33.8167666,-86.6008222,1
206,Blountsville,AL,34.0814863,-86.5911027,1
207,Heflin,AL,33.6489948,-85.5874584,4
208,Sheffield,AL,34.7650888,-87.6986407,2
209,Woodville,AL,34.6278654,-86.2744286,3
210,Wedowee,AL,33.3090047,-85.484675,3
211,Pell City,AL,33.5862149,-86.2860888,5
212,Foley/Elberta,AL,30.407019,-87.591506,1
213,Northport,AL,33.2292976,-87.5771286,2
214,Kellyton,AL,32.9798441,-86.033578,1
215,Brookside,AL,33.6378825,-86.9166612,1
216,Sylacauga,AL,33.1731716,-86.2516406,4
217,Brewton,AL,31.1051779,-87.0721918,1
218,Nixburg,AL,32.8279036,-86.1110787,1
219,Boldo,AL,33.853995,-87.1827818,1
220,New Hope,AL,34.5370339,-86.3944308,2
221,Flomaton,AL,31.000182,-87.2608071,1
222,Selma,AL,32.4078632,-87.0207473,3
223,Opp,AL,31.2821209,-86.255839,6
224,Greenville,AL,31.8295972,-86.6177517,1
225,Irondale,AL,33.5381601,-86.7072102,1
226,Cedar Bluff,AL,34.2200942,-85.6077402,1
227,Troy,AL,31.8087678,-85.969951,2
228,Mobile Bay,AL,30.45601565,-88.01110175153849,1
229,Ohatchee,AL,33.7834324,-86.0024703,2
230,Bay Minette,AL,30.8829628,-87.7730474,2
231,Shelby,AL,33.2503347,-86.6639746,2
232,Adamsville,AL,33.6009389,-86.9561059,3
233,Valley Grande,AL,32.5090233,-86.98749,1
234,Eufaula,AL,31.8912717,-85.1454876,3
235,Millbrook,AL,32.4798575,-86.3619163,3
236,Ardmore,AL,34.978857500000004,-86.88322024868518,3
237,Arley,AL,34.0800419,-87.2125687,2
238,Double Springs,AL,34.1464916,-87.4022386,1
239,Athens (Hwy 72 W),AL,34.7933652,-86.99625569016031,1
240,Maylene,AL,33.2034492,-86.861656,2
241,Baldwin County,AL,30.5677527,-87.7324392,1
242,Perdue Hill,AL,31.5140509,-87.4933234,1
243,Monrovia,AL,34.786479,-86.7138863,1
244,Athens-East Limestone,AL,34.7962428,-86.9679923,1
245,Seminole,AL,30.5151954,-87.4738692,1
246,Killen,AL,34.8628637,-87.5375253,1
247,Frankfort,AL,34.5634272,-87.8422568,1
248,Saraland,AL,30.820742,-88.0705556,3
249,Pine Level,AL,31.47572,-86.1863404,1
250,Smiths Station,AL,32.5401394,-85.0985474,1
251,Franklin County,AL,34.440962,-87.8339064,1
252,Bear Creek,AL,34.3014464,-87.8045552,2
253,Rehobeth,AL,31.1230721,-85.4544125,1
254,North Mobile County,AL,30.761577,-88.0913894,1
255,Sylvania,AL,34.5623077,-85.8124715,1
256,"Phenix City & Columbus,Ga",AL,32.4641028,-84.99895109206386,1
257,Fairview,AL,34.2553741,-86.6880519,1
258,Eldridge,AL,33.9228835,-87.6172389,1
259,Leighton,AL,34.700923,-87.5289152,1
260,Petersville,AL,34.8553645,-87.691695,1
261,Addison,AL,34.2023243,-87.1814012,1
262,Borden Springs,AL,33.9298234,-85.470235,1
263,Dutton,AL,34.6109183,-85.91692,1
264,Livingston,AL,32.5841595,-88.1872828,1
265,Haleyville,AL,34.226488,-87.6214133,1
266,Flat Rock,AL,33.2820774,-85.6397676,1
267,Jackson,AL,34.7692447,-85.9867941,1
268,Florala (??),AL,31.00518,-86.3280018,1
269,Elmore,AL,32.5801231,-86.125195,2
270,Springville,AL,33.7750997,-86.4716512,1
271,Bremen,AL,33.9945465,-86.9700027,1
272,Pinson,AL,33.706205,-86.67007895992774,2
273,Sandrock,AL,34.280984,-86.308853,1
274,Moulton,AL,34.4817816,-87.2919449,1
275,Gulf  Shores,AL,30.2711224,-87.6893826,1
276,Lawley,AL,33.5012164,-86.4474816,1
277,Cusseta,AL,32.785953,-85.30607274033625,1
278,Wagarville,AL,31.4396104,-88.0297248,3
279,Grove Hill,AL,31.3882223,-87.6547143,1
280,Mount Olive,AL,33.681158999999994,-86.88022409259258,1
281,Dadeville,AL,32.831238,-85.7635692,1
282,Hoover (Bluff Park),AL,33.41158365,-86.85564043391446,1
283,Smiths,AL,32.5401394,-85.0985474,1
284,Gaylesville,AL,34.268426,-85.5569057,2
285,Chalybeate Springs,AL,34.565093,-87.2266849,1
286,Attalla/Gadsden,AL,33.9990053,-86.09190435,1
287,Hoover/Bluff Park,AL,33.41158365,-86.85564043391446,1
288,Piedmont,AL,37.8243715,-122.231635,1
289,Rock Creek,AL,33.4767065,-87.08040338438974,1
290,Hayneville,AL,32.1840315,-86.5802533,1
291,Wind Creek State Park,AL,32.861609,-85.93627975072891,1
292,Elba,AL,31.4146108,-86.0677243,2
293,Crossville,AL,34.2875925,-85.99414,1
294,Hillsboro,AL,34.639258,-87.1916834,1
295,"
Moundville",AL,32.9976242,-87.6300075,1
296,Union Grove,AL,34.402263500000004,-86.44629485301036,3
297,Stockton,AL,30.9937926,-87.8580499,1
298,Marion County,AL,34.1128132,-87.8544031,1
299,Skipperville,AL,31.5576671,-85.5454941,1
300,Sipsey,AL,33.8248272,-87.0861125,1
301,Alabama,AL,32.6671673,-85.3526444,2
302,Kimberly,AL,33.7734352,-86.8138832,1
303,Fort. Deposit,AL,31.9845929,-86.5785856,1
304,Lynn,AL,34.0470483,-87.54974,1
305,Weogufka,AL,33.0165092,-86.3121969,2
306,Valhermoso Springs,AL,34.5012035,-86.6858295,1
307,Arab,AL,34.3181497,-86.4958219,2
308,Cheaha Mountain,AL,33.4856238,-85.808781,1
309,Southside (Gadsden),AL,34.0039353,-86.0055082,1
310,Demopolis,AL,32.5178284,-87.8368201,1
311,Rainsville,AL,34.4942536,-85.8477494,1
312,St. Florian,AL,34.863213,-87.60843952250522,1
313,Columbus City,AL,34.460644,-86.233315,1
314,Moody,AL,33.5909365,-86.4908168,1
315,Leesburg,AL,34.1798177,-85.7613555,1
316,Indian Springs,AL,34.82474965,-87.59730047379823,1
317,Aliceville,AL,33.1293544,-88.1517162,1
318,Collinsville,AL,34.2648308,-85.8608643,2
319,Montgomery (near),AL,38.6522389,-90.1916524,1
320,Mountainboro,AL,34.1470397,-86.1305312,1
321,Carbon Hill,AL,33.8917742,-87.5261236,1
322,Tuskegee,AL,32.4240286,-85.6916195,1
323,Lake Martin,AL,32.8039252,-85.89394211824921,1
324,Verbena,AL,32.7498505,-86.5113668,1
325,Colbert Heights,AL,34.6609244,-87.6944746,1
326,Bridgeport,AL,34.9475808,-85.7144155,1
327,Fort Rucker,AL,31.45140705,-85.78393468276528,1
328,Monroeville,AL,31.5279399,-87.3247077,1
329,Coldwater,AL,33.5862158,-85.9183001,1
330,Fredonia,AL,32.9898462,-85.2885564,1
331,Slocomb,AL,31.1082335,-85.594378,1
332,Telford,AL,31.232819,-85.493214,1
333,Locust Fork,AL,33.9075992,-86.6152685,1
334,New Market,AL,34.895672000000005,-86.41498977939412,1
335,Mentone,AL,34.5795282,-85.5905204,1
336,Florala ?,AL,31.00518,-86.3280018,1
337,Bradford,AL,33.7520454,-86.7038799,1
338,Vicksburg,AL,34.616692,-86.547969,2
339,Tarrant City,AL,33.5834373,-86.7727681,1
340,Marion,AL,34.1128132,-87.8544031,1
341,Waterloo,AL,34.9181425,-88.064203,1
342,Town Creek,AL,34.6812012,-87.4061342,1
343,City,State,40.7169461,-73.9566296,1
344,Fairbanks,AK,64.837845,-147.716675,80
345,Anchorage,AK,61.2163129,-149.894852,150
346,Palmer,AK,61.5995703,-149.11109,22
347,Kasilof,AK,60.330143,-151.2366311908321,3
348,"Eagle River, Alaska",AK,61.3154099,-149.561315,1
349,North Pole,AK,64.750997,-147.349319,25
350,Willow,AK,61.7472222,-150.0375,6
351,Soldotna,AK,60.4847228,-151.065349,9
352,Chugiak,AK,61.3736751,-149.4949094405849,7
353,Lahaina,AK,20.8738769,-156.677678,1
354,Esther,AK,60.826246100000006,-148.0909659014548,1
355,Ketchikan,AK,55.3430696,-131.6466819,11
356,Anchorage Ak,AK,61.2163129,-149.894852,1
357,Bethel,AK,60.7922222,-161.755833,11
358,Seward,AK,60.104202,-149.442611,9
359,Juneau,AK,58.3019496,-134.419734,18
360,Eagle River,AK,61.3154099,-149.561315,18
361,Point Mackenzie,AK,61.339032,-150.09673146442356,1
362,Wasilla,AK,61.5824216,-149.442563,45
363,Knik,AK,61.4577778,-149.7288889,2
364,Kenai,AK,60.5544444,-151.258333,11
365,Deadhorse,AK,70.1999496,-148.461816,1
366,Sutton,AK,61.7113889,-148.894166,2
367,Homer,AK,59.6440876,-151.5401477,11
368,Valdez,AK,61.1299396,-146.349363,4
369,Port Fidalgo,AK,60.7955556,-146.4441667,1
370,Kodiak,AK,57.79,-152.4072222,6
371,Ninilchik,AK,60.0506444,-151.6661531,4
372,Dutch Harbor,AK,53.8867533,-166.5418001,1
373,Nenana,AK,64.5639068,-149.093474,4
374,Mile 35,AK,36.620639,-101.402832,1
375,Tanana,AK,65.1719444,-152.078888,1
376,Nikiski,AK,60.721058,-151.24620611281358,5
377,Sand Point,AK,55.3409245,-160.497568,1
378,Delta Junction,AK,64.0373478,-145.732157,4
379,Anchor Point,AK,59.76826,-151.67755197505488,3
380,Big Lake,AK,61.53416735,-149.93947126173936,4
381,Coffman Cove,AK,56.0139933,-132.827889,1
382,Pelican,AK,57.9608333,-136.2275,1
383,Kotzebue,AK,66.8982057,-162.5977621,2
384,Dillingham,AK,59.0397222,-158.4575,1
385,Nome,AK,64.4989922,-165.39879944316317,1
386,Butte,AK,61.555605,-149.00510072157397,2
387,Sitka,AK,57.0524973,-135.337612,3
388,Point hope,AK,68.3498679,-166.752609,1
389,Denali State Park,AK,62.75367305,-149.99974151737248,1
390,Irving,AK,64.8601386,-147.84624281650142,1
391,Clam Gulch,AK,60.207989,-151.3901620151362,1
392,Ward Cove,AK,55.4096986,-131.7242719,1
393,Kuparuk,AK,70.3616454,-148.9217267,1
394,Sterling,AK,60.536235,-150.85647760696855,2
395,Angoon,AK,57.5033333,-134.583888,1
396,Tanacross,AK,63.3505295,-143.4807394934291,1
397,Savoonga,AK,63.6814425,-170.46987901063326,3
398,Metlakatla,AK,55.119358000000005,-131.57474171012845,2
399,Haines,AK,59.0831232,-135.3430573,1
400,Hooper Bay,AK,61.5288714,-166.1071932,1
401,Elk,AK,60.7141667,-147.3616667,1
402,Prince William Sound,AK,60.615,-147.1680556,2
403,Fort Greely,AK,63.857347,-145.85637440897182,2
404,Kaktovik,AK,70.1263327,-143.613402,1
405,Healy,AK,63.8704918,-148.995848,1
406,Venetie,AK,67.02505500000001,-146.41715278917843,1
407,Alaska,AK,61.1796582,-149.971867,2
408,Nunapitchuk,AK,60.8969444,-162.4594444,1
409,Kenai Peninsula,AK,60.0968272,-151.788033,1
410,Slana,AK,62.62813245,-143.50539109805024,1
411,White Mountain,AK,64.6813889,-163.4055556,1
412,Glennallen,AK,62.1371485,-145.82205347328326,3
413,Ester,AK,64.8586885,-148.09005916666666,1
414,College Fjord,AK,61.1885495,-147.8088252,1
415,Wrangell,AK,56.2045673,-132.0432552,3
416,St. George Island,AK,56.57365705,-169.58346009910957,2
417,Council,AK,64.895,-163.6763889,1
418,Iliamna,AK,59.7532274,-154.8230265,1
419,Yakutat,AK,59.5727345,-139.57831243878087,1
420,Two Rivers,AK,64.89556150000001,-147.08052056252663,1
421,Inside Passage,AK,47.4777641,-121.921819,1
422,Talkeetna,AK,62.267644,-150.02952875707462,1
423,Wainwright,AK,70.6369444,-160.038333,1
424,Cordova,AK,60.5439444,-145.75891,3
425,Turnagain Pass,AK,60.7973866,-149.197828,2
426,Newhalen,AK,59.72,-154.8972222,1
427,Petersburg,AK,56.8133806,-132.9572288,1
428,Elmendorf AFB,AK,61.253281650000005,-149.80817355784652,2
429,Copper Center,AK,61.9817167,-145.34774426791748,1
430,Anchorage/Girdwood,AK,60.9626256,-149.1366531,1
431,Auke Bay,AK,58.3675,-134.6777778,2
432,Alaska (remote),AK,61.7212061,-150.1929712,1
433,Adak,AK,51.8666057,-176.64575,2
434,Mountain Village,AK,62.0855556,-163.7294444,1
435,Birchwood,AK,61.4052778,-149.4688889,1
436,Prince of Wales Island,AK,55.523719,-132.8453042243044,1
437,Cold Bay,AK,55.199447500000005,-162.74047820061134,1
438,Gustavus,AK,58.4128377,-135.7375654,1
439,Douglas Island,AK,58.26853,-134.51419875,1
440,Teller,AK,65.2632484,-166.3640144,2
441,Girdwood,AK,60.9632459,-149.1336969,1
442,Ft. Richardson,AK,61.23490275,-149.5969222543053,1
443,Point Barrow,AK,71.3865172,-156.4741383,1
444,Kodiak Island,AK,57.5433765,-153.3574124,1
445,Ft. Yukon,AK,66.5647222,-145.273888,2
446,Nulato,AK,64.7194444,-158.1030556,1
447,Gula,AK,52.0527778,178.1402778,1
448,Arctic,AK,61.5272094,-149.5247867,1
449,?????,AK,61.1796582,-149.971867,1
450,Bering Sea,AK,53.8726881,-166.5234562,1
451,Eklutna,AK,61.4580919,-149.3617169,1
452,City,State,40.7169461,-73.9566296,1
453,Tucson,AZ,32.2228765,-110.9748477,446
454,Gilbert,AZ,33.3527632,-111.7890373,147
455,Buckeye,AZ,33.3703197,-112.583776,58
456,Bullhead City,AZ,35.1477774,-114.568298,32
457,Snowflake,AZ,34.5114704,-110.079608,4
458,Huachuca City,AZ,31.6278703,-110.3339678,4
459,Sun city,AZ,33.6169035,-112.28011795781,1
460,Payson,AZ,34.2406479,-111.3230261,15
461,Casa Grande,AZ,32.8795022,-111.757352,42
462,Sun City West,AZ,33.6657535,-112.35505216920794,10
463,Scottsdale,AZ,33.4942189,-111.9260184,176
464,Peoria,AZ,33.5806115,-112.237294,78
465,Show Low,AZ,34.2542084,-110.029832,31
466,Safford,AZ,32.8339546,-109.70758,19
467,Sierra vista,AZ,31.5545973,-110.2997756,2
468,Kingman,AZ,35.189443,-114.0530065,51
469,Douglas,AZ,31.3471741,-109.5383567,7
470,Tonto Basin,AZ,33.840994499999994,-111.30031965582724,2
471,Oro Valley,AZ,32.4000525,-110.9553176,13
472,Phoenix,AZ,33.4484367,-112.074141,751
473,Cottonwood,AZ,34.739489,-112.009793,32
474,Avondale,AZ,33.4355977,-112.349602,28
475,tempe,AZ,33.4255117,-111.9400164,2
476,Tempe,AZ,33.4255117,-111.9400164,116
477,Glendale,AZ,33.5386858,-112.185994,118
478,Prescott,AZ,34.5399962,-112.468761,49
479,Laveen,AZ,33.3618814,-112.1533861,12
480,Surprise,AZ,33.6292271,-112.3680189,83
481,El Mirage,AZ,33.6130338,-112.324486,11
482,Mesa,AZ,33.4151005,-111.8314552,238
483,Sierra Vista,AZ,31.5545973,-110.2997756,28
484,Maricopa,AZ,33.34883,-112.49123,71
485,Nogales,AZ,31.3402134,-110.9360818,8
486,ajo,AZ,32.3933515,-112.90272302970295,1
487,South Phoenix,AZ,33.4064556,-112.0729432,4
488,Arizona City,AZ,32.748400000000004,-111.67590514853674,12
489,Phoenix/ ahwatukee,AZ,33.3173294,-111.973542640063,1
490,Dateland,AZ,32.7964368,-113.5411489,7
491,Fountain Hills,AZ,33.6117105,-111.717361,17
492,Queen Creek,AZ,33.2483858,-111.634158,46
493,Sedona,AZ,34.8629426,-111.8137097,87
494,Big lake,AZ,36.47887615,-109.182394224991,1
495,Big lake az,AZ,36.47887615,-109.182394224991,1
496,Williamson Valley,AZ,34.7958501,-112.7298833,2
497,Prescott Valley,AZ,34.6100243,-112.315721,54
498,Benson,AZ,31.9678611,-110.2945174,15
499,Hollywood,AZ,32.8295101,-109.6834127,1
500,Corona De Tucson,AZ,31.959317,-110.7685377,1
501,Apache Junction,AZ,33.4150485,-111.549577,47
502,Lake Havasu City,AZ,34.4838502,-114.3224495,81
503,Hereford,AZ,31.4384325,-110.0978554,2
504,Goodyear,AZ,33.4073522,-112.3934809,44
505,Star Valley,AZ,34.2540333,-111.2613523,34
506,QUEEN CREEK,AZ,33.2483858,-111.634158,1
507,Gila Bend,AZ,32.9478267,-112.7168239,28
508,Yuma,AZ,32.665135,-114.47603157249804,72
509,Gisela,AZ,34.1017053,-111.2798554,2
510,New River,AZ,33.887139250000004,-112.08706829579332,11
511,Cornville,AZ,34.7395165,-111.9058275625,4
512,Anthem,AZ,33.8582445,-112.11363775626154,19
513,Globe,AZ,33.3959623,-110.787134,17
514,Concho,AZ,34.4753132,-109.6059405,4
515,Morenci,AZ,33.0512895,-109.32598,1
516,Pinetop,AZ,34.1258775,-109.9376056,3
517,Chandler,AZ,33.3061605,-111.84125,147
518,Flagstaff,AZ,35.1987522,-111.651822,53
519,Chandler/Maricopa County,AZ,33.3061605,-111.84125,1
520,Wellton,AZ,32.6728314,-114.146889,8
521,Sow Low,AZ,34.26500865,-110.01040706514166,1
522,Litchfield park,AZ,33.4933796,-112.3581244,1
523,Tonopah,AZ,33.4889075,-112.93028188114938,10
524,Sahuarita,AZ,31.9575305,-110.9556645,17
525,Gold Canyon,AZ,33.3710715,-111.42618498017517,22
526,Heber,AZ,34.431205,-110.593925,6
527,Stoneman Lake,AZ,34.7814099,-111.5126495,1
528,Pine,AZ,34.3842741,-111.4555672,2
529,Williams,AZ,35.2503394,-112.1869481,4
530,Chino Valley,AZ,34.7575227,-112.45378,10
531,Cordes Lakes,AZ,34.308957500000005,-112.1086067691474,2
