Date,City,State,Latitude,Longitude,Shape,Duration,Summary,Images,Url,UrlImage
7/20/10 03:18,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,3 seconds,"At 03:18 AM I was called to take a look at a bright object, by a friend. I went outside with my camera and camera platform (tripod) and",,https://nuforc.org/webreports/reports/076/S76739.html,
7/20/10 03:10,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,5 minutes,Moving star with beam of light,,https://nuforc.org/webreports/reports/076/S76930.html,
7/20/10 03:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,nightly,"	I live in Wash., D.C. For weeks I had observed a bright luminous celestial body in the sky I couldnt identify. The object would rise",,https://nuforc.org/webreports/reports/076/S76932.html,
7/4/10 21:11,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,1 second,"2 luminous objects  over Washington Monument July 4, 2010",,https://nuforc.org/webreports/reports/076/S76130.html,
7/4/10,"Washington, D.C.",DC,38.8950368,-77.0365427,Circle,2mn.,I saw Two ufo object's over the Washington Monument during the 4th. of July events.,,https://nuforc.org/webreports/reports/077/S77103.html,
6/19/10 14:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,unknown,In June 19 while on vacation in Washington CD with my wife I took a photo of this sighting by chance. We didn't know of the UFOs until,,https://nuforc.org/webreports/reports/076/S76846.html,
5/8/10 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,5 min,two star light object seen minutes apart moving slowly across the sky originating and ending at the same locaiton,,https://nuforc.org/webreports/reports/075/S75349.html,
4/30/10 20:45,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,1 minute,luminous craft with halo's in slow flight over the rooftops of the buildings,,https://nuforc.org/webreports/reports/075/S75307.html,
2/14/10 12:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Oval,Unknown,Object spotted in photos of D.C.,,https://nuforc.org/webreports/reports/074/S74386.html,
12/9/09 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,one minute,Sighting of a large flying sphere near our nation's capital.,,https://nuforc.org/webreports/reports/073/S73630.html,
8/19/09 20:57,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,2 seconds,"a vectoring orange streak, which at the end of forwards vectoring, makes a sudden 90 degree turn?",,https://nuforc.org/webreports/reports/071/S71952.html,
8/10/09 23:12,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,5 minutes,I captured a red sphere like anomaly in 15 frames of 1080 i HD imagery? 5 minutes later and 100 yards from POV we stopped the car and I,,https://nuforc.org/webreports/reports/071/S71713.html,
5/27/09 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,4 minutes,"Glowing orb with sharp turns in Washington ,DC",,https://nuforc.org/webreports/reports/070/S70233.html,
3/20/09 20:40,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,5 minutes,The object looked like top of a heart shape and was very large and appeared to make no noise and also had no patter,,https://nuforc.org/webreports/reports/069/S69305.html,
1/20/09 17:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Cigar,1 sec,I was watching this video on cnn.com look in the far right and watch object fly past sky infront of statue,,https://nuforc.org/webreports/reports/068/S68156.html,
1/20/09,"Washington, D.C.",DC,38.8950368,-77.0365427,,,"Hello, im a 17 year old girl and Im from New York.  I was watching a video, before Barack Obama inaguration, these news people were spe",,https://nuforc.org/webreports/reports/068/S68185.html,
1/2/09 20:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,split second,A green colored sphere appeared out of nowhere and fell straight to the ground,,https://nuforc.org/webreports/reports/067/S67826.html,
11/18/08 19:06,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,19:06:54,UFO flies into frames taken @ US Capitol Building @ 17:06 PM 1080 HD,,https://nuforc.org/webreports/reports/066/S66992.html,
9/23/08 21:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,56 minutes,3 lights moving very smoothley at the capital,,https://nuforc.org/webreports/reports/066/S66051.html,
8/17/08 22:06,"Washington, D.C.",DC,38.8950368,-77.0365427,Egg,1 minute,(egg shaped) anomaly shooting a beam of light towards the ground?,,https://nuforc.org/webreports/reports/065/S65274.html,
8/13/08 20:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Cylinder,3 to 5 min,Cylindrical object over Washington D.C. viewd from near Smithsonian Metro Station,,https://nuforc.org/webreports/reports/065/S65713.html,
6/11/08 16:45,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,1.5 -3 min,Daytime sighting of bright light changing to stationary white/blue gray annulus and then moved very fast.,,https://nuforc.org/webreports/reports/063/S63874.html,
5/29/08 06:47,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,30 min,"It was a round white light with tentacles sticking out blue and white, look like a spider.",,https://nuforc.org/webreports/reports/063/S63609.html,
1/3/08,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,1 min,"The news caster seen it also, then shut up. I saw it plain as day.

 500 Lights On Object0: Yes",,https://nuforc.org/webreports/reports/080/S80356.html,
10/31/07 21:45,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,about 1 hour,"Two UFO's Lingering In The Sky On October 31, Followed By Lights And Surrounded By Green Fog.  ((NUFORC Note:  Satellites??  PD))",,https://nuforc.org/webreports/reports/059/S59547.html,
3/5/07 19:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,10 min,"Hovering saucer-shaped object, yellow lights, approached by bronze-colored object, triangular or flying wing shape, which hovered near.",,https://nuforc.org/webreports/reports/055/S55562.html,
1/27/07 12:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,4 seconds,Fireball Over Capitol Hill- Very Long Deep Blue Tail- During Anti- War Rally,,https://nuforc.org/webreports/reports/055/S55160.html,
12/30/06 20:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,,cell phone picture of Capitol - apparent objects,,https://nuforc.org/webreports/reports/055/S55114.html,
11/10/06 08:20,"Washington, D.C. (area)",DC,38.8838777,-77.0244424,Cylinder,30 Seconds,"Sighting recorded Friday November 10th, 8:20AM. I witnessed an object off the lower left side of the plane (South/West). It would be be",,https://nuforc.org/webreports/reports/053/S53400.html,
9/11/06 01:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Diamond,12 minutes,"((HOAX??)) It was a very shiny diamond-shaped crystal UFO craft, and it sounded like a high pitched whistle.",,https://nuforc.org/webreports/reports/053/S53915.html,
5/17/06 00:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Triangle,10 seconds,black triangular object with three red lights underneath it flying over DC,,https://nuforc.org/webreports/reports/050/S50661.html,
4/16/06 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Triangle,20 minutes,This is my second report of these Triangular shapped flying objects with red flashing lights.  This second sighting compelled me to rep,,https://nuforc.org/webreports/reports/050/S50700.html,
4/5/06 00:45,"Washington, D.C.",DC,38.8950368,-77.0365427,Oval,1.5  min,Large object covers the moon,,https://nuforc.org/webreports/reports/049/S49972.html,
2/15/06 04:15,"Washington, D.C.",DC,38.8950368,-77.0365427,Formation,30 seconds,a formation of dimly glowing objects...maybe birds?  Very odd.,,https://nuforc.org/webreports/reports/049/S49141.html,
12/6/05 20:40,"Washington, D.C.",DC,38.8950368,-77.0365427,Formation,2 minutes,I witnessed a series of lights traveling from the north (heading south) over the nation's capital from my apartment balcony. At first I,,https://nuforc.org/webreports/reports/048/S48204.html,
7/27/05 06:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,25 Minutes,U.F.O. Reported in Washington D.C.,,https://nuforc.org/webreports/reports/045/S45280.html,
5/22/05 22:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,still going on. its now 1,Unidentified Light circling houses,,https://nuforc.org/webreports/reports/044/S44076.html,
12/11/04 19:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Unknown,unknown,Possible UFO seen in skies over nation's capital,,https://nuforc.org/webreports/reports/041/S41095.html,
12/9/04 03:00,"Washington, D.C.",DC,38.8950368,-77.0365427,,,"this being was observed in the city.  ((NUFORC Note:  Bizarre creature apparently witnessed by sec. guard in Washington, D.C..  PD))",,https://nuforc.org/webreports/reports/041/S41442.html,
12/8/04 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,,In the air flying very low 20 feet above tree line. No sound at all. Moving from north to south. looked like a flat dark hangglyder typ,,https://nuforc.org/webreports/reports/041/S41043.html,
10/31/04 20:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,10-15 seconds,3-4 crazy star-like objects moving at very high speeds and direction change. defies convention. I saw over D.C!,,https://nuforc.org/webreports/reports/041/S41450.html,
9/29/04 02:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Circle,10 minutes,"circular disc coming to a slight point-like the bottom of a top, only flatter-lights pointing at Andrews Air Force Base or Reagan Nat'l",,https://nuforc.org/webreports/reports/044/S44810.html,
8/31/04 15:39,"Washington, D.C.",DC,38.8950368,-77.0365427,Cigar,Five seconds,"Cigar-shaped craft over Washington, D.C.",,https://nuforc.org/webreports/reports/038/S38986.html,
7/17/04 18:10,"Washington, D.C.",DC,38.8950368,-77.0365427,Flash,Split second,"Bright flash of light exploding off the horizon into space - Washington, DC",,https://nuforc.org/webreports/reports/038/S38188.html,
5/25/04 08:10,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,10 seconds,Craft with bright white lights motionless over Southwest Washington D.C.,,https://nuforc.org/webreports/reports/037/S37154.html,
5/21/04 22:42,"Washington, D.C.",DC,38.8950368,-77.0365427,Orb,five minutes,Lights moving in a counterclockwise oval pattern,,https://nuforc.org/webreports/reports/037/S37139.html,
3/13/04 18:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,less than one minute?,I am not the witness to this sighting.  My sister mentioned that a lady in her office saw the UFO along with her husband while in their,,https://nuforc.org/webreports/reports/036/S36435.html,
3/2/04 20:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,1 minute,"A ""formation"" of about 20 pale lights moved slowly across the Washington, D.C. evening sky.",,https://nuforc.org/webreports/reports/035/S35780.html,
11/30/03 16:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,10 seconds,Bright light that was stationary and moved and light became smaller over a 10 sec period untill it vanashed,,https://nuforc.org/webreports/reports/033/S33497.html,
7/22/03 21:15,"Washington, D.C.",DC,38.8950368,-77.0365427,Chevron,2 minutes,"Chevron-shaped craft gliding over Washington, D.C.",,https://nuforc.org/webreports/reports/030/S30311.html,
1/27/03 02:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,1 hour,"Light hovering in sky that jerked and wobbled about, surrounded by brief flashes of light",,https://nuforc.org/webreports/reports/027/S27321.html,
12/8/02 16:55,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,,Disk,,https://nuforc.org/webreports/reports/026/S26509.html,
11/19/02 05:25,"Washington, D.C.",DC,38.8950368,-77.0365427,Triangle,30 seconds,"Three orange triangular lights in the Washington, DC sky during the Leonids.",,https://nuforc.org/webreports/reports/026/S26221.html,
9/8/02 20:00,"Washington, D.C. (Georgetown)",DC,38.91667925,-77.0680748154191,Rectangle,30 min,Red white and green rectangular object tilted rhythmically while moving horizontally above the Potomic River.,,https://nuforc.org/webreports/reports/024/S24958.html,
7/26/02 01:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Circle,UNKNOWN,Military Jets scrambled and chased unknown flying object,,https://nuforc.org/webreports/reports/023/S23912.html,
7/26/02 01:00,"Washington, D.C.",DC,38.8950368,-77.0365427,,,while listening to pbs on sat early am news I heard this report: of 2 fighter jets scrambled over dc due to an unidentified aircraft sh,,https://nuforc.org/webreports/reports/024/S24011.html,
7/25/02 00:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,5 minutes,coloured moving lights over washington,,https://nuforc.org/webreports/reports/049/S49922.html,
7/20/02 19:15,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,2 minutes,Green Object in the Night sky over the nations capital,,https://nuforc.org/webreports/reports/023/S23965.html,
7/16/02 01:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Sphere,45 seconds,"On July 16, 2002 at 1:30 am, I went to photograph a building called the Carpenters Building. It had started to rain, and I didn't want ",,https://nuforc.org/webreports/reports/024/S24513.html,
6/6/02 19:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Changing,20 minutes,"Strange, yellowish light spinning behind President Bush's head during 6/6/02 speech",,https://nuforc.org/webreports/reports/023/S23170.html,
6/6/02 18:08,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,35 approx.,UFO sighting during President speech,,https://nuforc.org/webreports/reports/023/S23180.html,
12/14/01 23:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Triangle,1-2 minutes,Three lights in a triangular formation being followed by a smaller light.,,https://nuforc.org/webreports/reports/020/S20834.html,
9/11/01 09:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Orb,1 min,Small orbs circle the pentagon on Sept 11th,,https://nuforc.org/webreports/reports/050/S50894.html,
7/23/01 18:20,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,15-20 Mins ?,Delta 434 reported flaming falling object which left a visible contrail.,,https://nuforc.org/webreports/reports/018/S18596.html,
7/23/01 18:17,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,unknown,Ball of fire on the East Coast.,,https://nuforc.org/webreports/reports/018/S18602.html,
5/12/01 22:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,20 mn,"I was on my way to Washinton D.C. Getting to the entrance to the city  i was listening to my radio, my friend was driving and i was jus",,https://nuforc.org/webreports/reports/017/S17708.html,
5/11/01 14:55,"Washington, D.C.",DC,38.8950368,-77.0365427,Oval,15 minutes,Silver ball shape over DC.,,https://nuforc.org/webreports/reports/017/S17610.html,
11/9/00 08:47,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,4 minutes,UFO appearing behind BBC correspondent on Breakfast News during US Election coverage (November 2000),,https://nuforc.org/webreports/reports/014/S14874.html,
10/15/00 12:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Unknown,5 minutes,Unusual Contrail..had evenly spaced lines across the entire length of the contrail,,https://nuforc.org/webreports/reports/014/S14949.html,
10/15/00 12:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Unknown,unk,"Observed unusual contrail very high above the Mall between the Museums. It ran North/South,was white in color against the blue sky and ",,https://nuforc.org/webreports/reports/014/S14870.html,
9/29/00 16:35,"Washington, D.C.",DC,38.8950368,-77.0365427,Circle,~15 minutes,Saw dancing metallic balls high in the sky over the Mall that moved unlike any plane I've EVER seen before.,,https://nuforc.org/webreports/reports/014/S14332.html,
3/3/00 22:05,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,10 seconds,I observed two small lights cross the night sky from approximately Orion to the North Star.  They appeared to be chasing one another.,,https://nuforc.org/webreports/reports/012/S12198.html,
1/1/00 01:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Cylinder,about 1 minute,Near end of 1AM fireworks while standing outside Metro station in DC observed at least 5 cylindrical things moving at high speed across,,https://nuforc.org/webreports/reports/011/S11594.html,
8/14/99 20:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,2 minutes,"Black motionless disk spotted in the evening above Washington, D.C.",,https://nuforc.org/webreports/reports/008/S08654.html,
4/14/99 22:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Fireball,15 seconds,Intensely fast green glowing fireball crossed the sky from nw to se over the Washington DC beltway and went below the viewable horizon.,,https://nuforc.org/webreports/reports/006/S06176.html,
7/24/98 14:30,"Washington, D.C. (Capitol Hill)",DC,38.8788884,-76.99324909817585,Cigar,split second,"Visiting the capital and city, did not see object at all while taking the pictures, object was unseen at the time.   Took two pictures,",,https://nuforc.org/webreports/reports/004/S04330.html,
7/28/97 13:00,"Washington, D.C.",DC,38.8950368,-77.0365427,other,.23 secs,"While on vacation in Washington, DC, standing in front of the White House, my 8 yr old son captured something very strange on our video",,https://nuforc.org/webreports/reports/002/S02734.html,
7/4/97 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,30 seconds,"Elongated and flattened 6 inch dome, with 1 bright light, hovers and darts like dragonfly, D.C. Mall, 7-4-97",,https://nuforc.org/webreports/reports/068/S68051.html,
7/4/97 23:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Other,30 seconds,"Elongated and flattened "" dome,"" with 1 bright light, hovers and darts like dragonfly, D.C. Mall, July 4th 1997",,https://nuforc.org/webreports/reports/090/S90895.html,
10/15/95 22:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Light,10 Minutes,Million Man March had visitors?,,https://nuforc.org/webreports/reports/027/S27066.html,
6/6/74 20:30,"Washington, D.C.",DC,38.8950368,-77.0365427,Disk,two minutes,"Roiling, red/orange disk traverses nation's capitol at supersonic speed, near White House...never reported (1974).",,https://nuforc.org/webreports/reports/032/S32579.html,
4/4/62,"Washington, D.C. (area)",DC,38.8838777,-77.0244424,Sphere,total 30 to 40 minutes,"My brother.

At a family gathering in the early 1960s when my brother, who served in a special part of the armed forces, revealed tha",,https://nuforc.org/webreports/reports/032/S32758.html,
6/1/55,"Washington, D.C.",DC,38.8950368,-77.0365427,Formation,,"Two fighter airplanes, assigned to inspect a white-dot cluster, suddenly disappear off radar, and then the cluster also disappears.",,https://nuforc.org/webreports/reports/065/S65946.html,
7/13/53 21:00,"Washington, D.C.",DC,38.8950368,-77.0365427,Orb,3-5 min.,"Four of us saw a ball of light come out of the sky, circle a plane then shoot off out of sight.",,https://nuforc.org/webreports/reports/049/S49403.html,
7/17/52,"Washington, D.C.",DC,38.8950368,-77.0365427,Unknown,long,http://www.washingtonpost.com/wp-dyn/articles/A31625-2002Jul19.html,,https://nuforc.org/webreports/reports/024/S24009.html,
